time,seq,timestamp,field.header.frame_id,q,theta1,theta2,u1,u2,u3
1.49676829308919E+018,23638,1.49676829308642E+018,,0.0527545735,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829309736E+018,23639,1.49676829309242E+018,,0.0495614186,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829310146E+018,23640,1.49676829309942E+018,,0.0495614186,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829310984E+018,23641,1.49676829310542E+018,,0.0495614186,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829311395E+018,23642,1.49676829311142E+018,,0.0463682599,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829312226E+018,23643,1.49676829311742E+018,,0.0463682599,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829312621E+018,23644,1.49676829312342E+018,,0.043174956,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829313437E+018,23645,1.49676829312942E+018,,0.043174956,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829313833E+018,23646,1.49676829313542E+018,,0.043174956,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829314241E+018,23647,1.49676829314242E+018,,0.043174956,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829315091E+018,23648,1.49676829314842E+018,,0.0399818011,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829315481E+018,23649,1.49676829315442E+018,,0.0399818011,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829316327E+018,23650,1.49676829316042E+018,,0.0399818011,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.4967682931671E+018,23651,1.49676829316642E+018,,0.0399818011,3.90668674299E-06,1.0468498468,0,1.0471975803,0
1.49676829317542E+018,23652,1.49676829317242E+018,,0.0399818011,3.90668674299E-06,1.0468498468,0,1.0471975803,0
