field_header_stamp,field_servo1_position,field_u1
1.285000192,-0.802851439,-0.785398185
1.290000128,-0.802851439,-0.785398185
1.295000064,-0.785398185,-0.785398185
1.305000192,-0.785398185,-0.785398185
1.310000128,-0.785398185,-0.785398185
1.315000064,-0.785398185,-0.785398185
1.326000128,-0.802851439,-0.785398185
1.335000064,-0.785398185,-0.785398185
1.34,-0.785398185,-0.785398185
1.345000192,-0.802851439,-0.785398185
1.355000064,-0.785398185,-0.785398185
1.366000128,-0.802851439,-0.785398185
1.371000064,-0.802851439,-0.785398185
1.381000192,-0.785398185,-0.785398185
1.386000128,-0.802851439,-0.785398185
1.391000064,-0.802851439,-0.785398185
1.396,-0.785398185,-0.785398185
1.407000064,-0.785398185,-0.785398185
1.412,-0.785398185,-0.785398185
1.422000128,-0.785398185,-0.785398185
1.427000064,-0.802851439,-0.785398185
1.437000192,-0.785398185,-0.785398185
1.447000064,-0.802851439,-0.785398185
1.453000192,-0.785398185,-0.785398185
1.458000128,-0.785398185,-0.785398185
1.468,-0.802851439,-0.785398185
1.473000192,-0.785398185,-0.785398185
1.478000128,-0.802851439,-0.785398185
1.488,-0.802851439,-0.785398185
1.494000128,-0.785398185,-0.785398185
1.504,-0.785398185,-0.785398185
1.514000128,-0.802851439,-0.785398185
1.519000064,-0.785398185,-0.785398185
1.524,-0.785398185,-0.785398185
1.535000064,-0.802851439,-0.785398185
1.545000192,-0.785398185,-0.785398185
1.555000064,-0.785398185,-0.785398185
1.56,-0.785398185,-0.785398185
1.570000128,-0.802851439,-0.785398185
1.575000064,-0.785398185,-0.785398185
1.586000128,-0.802851439,-0.785398185
1.590000128,-0.802851439,-0.785398185
1.595000064,-0.785398185,-0.785398185
1.6,-0.802851439,-0.785398185
1.605000192,-0.802851439,-0.785398185
1.615000064,-0.785398185,-0.785398185
1.621000192,-0.785398185,-0.785398185
1.626000128,-0.802851439,-0.785398185
1.636,-0.785398185,-0.785398185
1.641000192,-0.785398185,-0.785398185
1.656,-0.785398185,-0.785398185
1.662000128,-0.802851439,-0.785398185
1.667000064,-0.802851439,-0.785398185
1.677000192,-0.785398185,-0.785398185
1.682000128,-0.802851439,-0.785398185
1.687000064,-0.802851439,-0.785398185
1.697000192,-0.785398185,-0.785398185
1.702000128,-0.802851439,-0.785398185
1.713000192,-0.785398185,-0.785398185
1.723000064,-0.785398185,-0.785398185
1.731000064,-0.802851439,-0.785398185
1.736,-0.802851439,-0.785398185
1.741000192,-0.785398185,-0.785398185
1.749405184,-0.802851439,-0.785398185
1.75840512,-0.802851439,-0.785398185
1.768404992,-0.802851439,-0.785398185
1.773405184,-0.785398185,-0.785398185
1.783405056,-0.802851439,-0.785398185
1.79440512,-0.785398185,-0.785398185
1.799405056,-0.785398185,-0.785398185
1.804404992,-0.802851439,-0.785398185
1.809405184,-0.802851439,-0.785398185
1.81440512,-0.785398185,-0.785398185
1.819405056,-0.785398185,-0.785398185
1.83040512,-0.785398185,-0.785398185
1.835405056,-0.802851439,-0.785398185
1.845405184,-0.802851439,-0.785398185
1.85040512,-0.785398185,-0.785398185
1.855405056,-0.785398185,-0.785398185
1.865405184,-0.802851439,-0.785398185
1.876404992,-0.802851439,-0.785398185
1.891405056,-0.785398185,-0.785398185
1.896404992,-0.785398185,-0.785398185
1.90640512,-0.802851439,-0.785398185
1.917405184,-0.785398185,-0.785398185
1.92240512,-0.785398185,-0.785398185
1.927405056,-0.802851439,-0.785398185
1.932404992,-0.785398185,-0.785398185
1.937405184,-0.785398185,-0.785398185
1.947405056,-0.802851439,-0.785398185
1.952404992,-0.785398185,-0.785398185
1.95840512,-0.785398185,-0.785398185
1.963405056,-0.802851439,-0.785398185
1.973405184,-0.785398185,-0.785398185
1.983405056,-0.802851439,-0.785398185
1.988404992,-0.802851439,-0.785398185
1.993405184,-0.785398185,-0.785398185
